ID,BOOK,MODEL_YEAR,PLANT_CODE,PACKAGE,COLOR,MODEL,UPC,FNA,COMPONENT_VARIANT_NUMBER,COUNTER,BOM_PATH,COMPONENT_MATERIAL_NUMBER,VALID_FROM_DATE,VALID_TO_DATE,PACKAGE_DESC,COLOR_DESC,MODEL_DESC,COMPONENT_MATERIAL_DESC_C,COMPONENT_MATERIAL_DESC_E,HAND,USAGE_QTY,UNIT_OF_MEASURE,USAGE_STATUS,AR_EM_MATERIAL_FLAG,WORKSHOP,SUPPLY_AREA,DUNS_NUMBER,VENDOR_NAME,EWO_NUMBER,MODEL_CODE,MODEL_OPTION,OPTIONAL_PART_GROUP,OPTIONAL_PART_RELATED,FAMILY_ADDRESS,BROADCAST_CODE,DORMANT_STATUS,DELETION_FLAG,LOADED_DATE,LAST_UPDATED_DATE,COMPONENT_VARIANT_NAME,HEADER_PART_NUMBER,STRUCTURE_NODE_DESC_E,STRUCTURE_NODE_DESC_C,ALTERNATIVE_EWO_NUMBER,ORDER_SAMPLE,OS_FLAG,SPECIAL_PROCUREMENT_TYPE,MATERIAL_STATUS,ENGINEER_CODE,REPLACEMENT,VPPS
411,EH,2018,DY10,4JHH,GIZ,1HC69,1A2B,X0042,40F2E913A9E51EE6B2E262B25B15DB9D_SQR210,00000001,@262186242017010126218624@1902016051611589015,11589015,20170101,20170101,4JHH,"PRIMARY COLOR EXTERIOR, SYRGIZ",CHEVROLET SGM318/328 MID SEC69,仪表组件螺栓,BOLT ASM-HX WA HD TAPPING W/FL WA,,3,EA,I,,,,0544893852_SQR210,盈锋紧固系统（无锡）有限公司,EH8YJTSJF__SQR210,AFCD,1 HC 69\&M72&AVV&KL9&4BT-CF5.,,,,,,,43004.21772,43004.21772,V067/0090,26218624,BOLT ASM-HX WA HD TAPPING W/FL WA,仪表组件螺栓,,OS1,1,30,,,,411(Interior)
412,EH,2018,DY10,4JHH,GJX,1HC69,13A,0065A,40F2E913A9E51EE6B2E25F6881229B9D_SQR210,00000001,@262126192017010126212619@1302016040626203418,26203418,20170101,99991231,4JHH,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 MID SEC69,发动机冷却风扇风圈,SHROUD-ENG COOL FAN,,1,EA,A,,,,0654676691_SQR210,上海马陆日用友捷汽车电气有限公司,EH8YJTSJF__SQR210,ACKK,"1 HBHCHD 46\&TH0&V07.,1 HBHCHDHEHFHG 69\&C34/C60/C68&TH0&V07.",,,,,,,43004.21772,43004.21772,V003/0030,26212619,SHROUD-ENG COOL FAN,发动机冷却风扇风圈,,OS1,1,30,,,,
413,EH,2018,DY10,4JJE,GIR,1HC69,1A2B,X0042,40F2E913A9E51EE6B2E2631BF552DB9D_SQR210,00000001,@262186412017010126218641@11602016051611589015,11589015,20170101,20170101,4JJE,PRIMARY COLOR SATIN STEEL GIR,CHEVROLET SGM318/328 MID SEC69,仪表组件螺栓,BOLT ASM-HX WA HD TAPPING W/FL WA,,4,EA,I,,,,0544893852_SQR210,盈锋紧固系统（无锡）有限公司,EH8YJTSJF__SQR210,AFDP,1 HC 69\&M72&AVV&CF5&KL9&4A7.,,,,,,,43004.21772,43004.21772,V084/0160,26218641,BOLT ASM-HX WA HD TAPPING W/FL WA,仪表组件螺栓,,OS1,1,30,,,,411(Interior)
414,EH,2018,DY10,4JJE,GIR,1HC69,1A2B,X0042,40F2E913A9E51EE6B2E2631BF552DB9D_SQR210,00000001,@262186412017010126218641@12302016051626206277,26206277,20170101,20170101,4JJE,PRIMARY COLOR SATIN STEEL GIR,CHEVROLET SGM318/328 MID SEC69,仪表板上饰板总成,PANEL ASM-I/P UPR TR,,1,EA,I,,,,0724112821_SQR210,上海延锋金桥汽车饰件系统有限公司烟台分公司,EH8YJTSJF__SQR210,AFDP,1 HC 69\&M72&AVV&CF5&KL9&4A7.,,,,,,,43004.21772,43004.21772,V084/0230,26218641,PANEL ASM-I/P UPR TR,仪表板上饰板总成,,OS1,1,30,,,,411(Interior)
415,EH,2018,DY10,4JJE,GIR,1HC69,1A2B,X0042,40F2E913A9E51EE6B2E2631BF552DB9D_SQR210,00000001,@262186412017010126218641@1390201605169066381,9066381,20170101,20170101,4JJE,PRIMARY COLOR SATIN STEEL GIR,CHEVROLET SGM318/328 MID SEC69,空气分配管道总成,DUCT ASM-AIR DISTR<SEE GUIDE/CONTACT BFO,,1,EA,I,,,,0544453452_SQR210,宁波加凯汽车部件有限公司,EH8YJTSJF__SQR210,AFDP,1 HC 69\&M72&AVV&CF5&KL9&4A7.,,,,,,,43004.21772,43004.21772,V084/0390,26218641,DUCT ASM-AIR DISTR<SEE GUIDE/CONTACT BFO,空气分配管道总成,,OS1,1,30,,,,411(Interior)
416,EH,2018,DY10,4JJE,GIR,1HC69,1A2B,X0042,40F2E913A9E51EE6B2E2631BF552DB9D_SQR210,00000001,@262186412017010126218641@140201605169067868,9067868,20170101,20170101,4JJE,PRIMARY COLOR SATIN STEEL GIR,CHEVROLET SGM318/328 MID SEC69,螺栓,BOLT,,2,EA,I,,,,0544421499_SQR210,上海日泰汽车零部件销售有限公司,EH8YJTSJF__SQR210,AFDP,1 HC 69\&M72&AVV&CF5&KL9&4A7.,,,,,,,43004.21772,43004.21772,V084/0040,26218641,BOLT,螺栓,,OS1,1,30,,,,411(Interior)
417,EH,2018,DY10,4JJE,GIR,1HC69,1A2B,X0042,40F2E913A9E51EE6B2E2631BF552DB9D_SQR210,00000001,@262186412017010126218641@1450201605169022952,9022952,20170101,20170101,4JJE,PRIMARY COLOR SATIN STEEL GIR,CHEVROLET SGM318/328 MID SEC69,方向盘安全气囊模块开关托架螺栓/螺钉,BOLT/SCREW-INFL RST STRG WHL MDL COIL,,4,EA,I,,,,0527211869_SQR210,宁波敏达机电有限公司,EH8YJTSJF__SQR210,AFDP,1 HC 69\&M72&AVV&CF5&KL9&4A7.,,,,,,,43004.21772,43004.21772,V084/0450,26218641,BOLT/SCREW-INFL RST STRG WHL MDL COIL,方向盘安全气囊模块开关托架螺栓/螺钉,,OS1,1,30,,,,411(Interior)
418,EH,2018,DY10,443N,G8B,1HD69,1A2B,X0042,40F2E913A9E51EE6B2E262EBB12D1B9D_SQR210,00000001,@262186332017010126218633@11402016071326690259,26690259,20170101,20170101,443N,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,调幅/调频立体声收音机、视频播放器、导航,RADIO ASM-RECEIVER & NAV ECCN=7A994,,1,EA,I,,,,0544930977_SQR210,德尔福电子（苏州）有限公司,EH8YJTSJF__SQR210,AFDT,1 HD 69\&MA3&AVV&4A7-KL9.,,,,,,,43004.21772,43004.21772,V076/0140,26218633,RADIO ASM-RECEIVER & NAV ECCN=7A994,调幅/调频立体声收音机、视频播放器、导航,,OS1,1,30,,,,411(Interior)
419,EH,2018,DY10,443N,G8B,1HD69,1A2B,X0042,40F2E913A9E51EE6B2E262EBB12D1B9D_SQR210,00000001,@262186332017010126218633@12402016051690802360,90802360,20170101,20170101,443N,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,仪表板侧饰板 *,PANEL-I/P SI TR<SEE GUIDE/CONTACT BFO>,,1,EA,I,,,,0724112821_SQR210,上海延锋金桥汽车饰件系统有限公司烟台分公司,EH8YJTSJF__SQR210,AFDT,1 HD 69\&MA3&AVV&4A7-KL9.,,,,,,,43004.21772,43004.21772,V076/0240,26218633,PANEL-I/P SI TR<SEE GUIDE/CONTACT BFO>,仪表板侧饰板 *,,OS1,1,30,,,,411(Interior)
420,EH,2018,DY10,443N,G8B,1HD69,1A2B,X0042,40F2E913A9E51EE6B2E262EBB12D1B9D_SQR210,00000001,@262186332017010126218633@12502016051626267228,26267228,20170101,20170101,443N,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,仪表板上饰条总成,MOLDING ASM-I/P UPR<SEE GUIDE/CONTACT BF,,1,EA,I,,,,0724112821_SQR210,上海延锋金桥汽车饰件系统有限公司烟台分公司,EH8YJTSJF__SQR210,AFDT,1 HD 69\&MA3&AVV&4A7-KL9.,,,,,,,43004.21772,43004.21772,V076/0250,26218633,MOLDING ASM-I/P UPR<SEE GUIDE/CONTACT BF,仪表板上饰条总成,,OS1,1,30,,,,411(Interior)
421,EH,2018,DY10,44JK,GAZ,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D310B43DC81EF5_SQR210,00000001,@262368302017010126236830@1202017040126698029,26698029,20170401,99991231,44JK,"PRIMARY COLOR EXTERIOR, SUMGAZ",CHEVROLET SGM318/328 HIGH SD69,转向信号开关总成,SWITCH ASM-T/SIG,,1,EA,A,,,,0545236051_SQR210,苏州瑞延电子科技有限公司,,AF0T,1 HD 69\&M18&KL9&MAO&4BT.,,,,,,,43004.21772,43004.21772,V137/0020,26236830,SWITCH ASM-T/SIG,转向信号开关总成,,OS1,1,30,,,,411(Interior)
422,EH,2018,DY10,44JK,GAZ,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D310B43DC81EF5_SQR210,00000001,@262368302017010126236830@12602017040190802361,90802361,20170401,99991231,44JK,"PRIMARY COLOR EXTERIOR, SUMGAZ",CHEVROLET SGM318/328 HIGH SD69,仪表板侧饰板 *,PANEL-I/P SI TR<SEE GUIDE/CONTACT BFO>,,1,EA,A,,,,0724112821_SQR210,上海延锋金桥汽车饰件系统有限公司烟台分公司,,AF0T,1 HD 69\&M18&KL9&MAO&4BT.,,,,,,,43004.21772,43004.21772,V137/0260,26236830,PANEL-I/P SI TR<SEE GUIDE/CONTACT BFO>,仪表板侧饰板 *,,OS1,1,30,,,,411(Interior)
423,EH,2018,DY10,44JK,GAZ,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D310B43DC81EF5_SQR210,00000001,@262368302017010126236830@1302017040126685763,26685763,20170401,99991231,44JK,"PRIMARY COLOR EXTERIOR, SUMGAZ",CHEVROLET SGM318/328 HIGH SD69,转向信号开关托架总成,BRACKET ASM-T/SIG SW,,1,EA,A,,,,0545236051_SQR210,苏州瑞延电子科技有限公司,,AF0T,1 HD 69\&M18&KL9&MAO&4BT.,,,,,,,43004.21772,43004.21772,V137/0030,26236830,BRACKET ASM-T/SIG SW,转向信号开关托架总成,,OS1,1,30,,,,411(Interior)
424,EH,2018,DY10,44JK,GAZ,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D310B43DC81EF5_SQR210,00000001,@262368302017010126236830@14302017040126685762,26685762,20170401,99991231,44JK,"PRIMARY COLOR EXTERIOR, SUMGAZ",CHEVROLET SGM318/328 HIGH SD69,方向盘安全气囊线圈总成,COIL ASM-STRG WHL AIRBAG,,1,EA,A,,,,0545236051_SQR210,苏州瑞延电子科技有限公司,,AF0T,1 HD 69\&M18&KL9&MAO&4BT.,,,,,,,43004.21772,43004.21772,V137/0430,26236830,COIL ASM-STRG WHL AIRBAG,方向盘安全气囊线圈总成,,OS1,1,30,,,,411(Interior)
425,EH,2018,DY10,44JK,GAZ,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D310B43DC81EF5_SQR210,00000001,@262368302017010126236830@1440201704019022952,9022952,20170401,99991231,44JK,"PRIMARY COLOR EXTERIOR, SUMGAZ",CHEVROLET SGM318/328 HIGH SD69,方向盘安全气囊模块开关托架螺栓/螺钉,BOLT/SCREW-INFL RST STRG WHL MDL COIL,,4,EA,A,,,,0527211869_SQR210,宁波敏达机电有限公司,,AF0T,1 HD 69\&M18&KL9&MAO&4BT.,,,,,,,43004.21772,43004.21772,V137/0440,26236830,BOLT/SCREW-INFL RST STRG WHL MDL COIL,方向盘安全气囊模块开关托架螺栓/螺钉,,OS1,1,30,,,,411(Interior)
426,EH,2018,DY10,44JK,GAZ,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D310B43DC81EF5_SQR210,00000001,@262368302017010126236830@1502017040190925402,90925402,20170401,99991231,44JK,"PRIMARY COLOR EXTERIOR, SUMGAZ",CHEVROLET SGM318/328 HIGH SD69,危险警告开关总成 *深灰,SWITCH ASM-HAZARD WRNG,,1,EA,A,,,,0530620350_SQR210,温州长江汽车电子有限公司,,AF0T,1 HD 69\&M18&KL9&MAO&4BT.,,,,,,,43004.21772,43004.21772,V137/0050,26236830,SWITCH ASM-HAZARD WRNG,危险警告开关总成 *深灰,,OS1,1,30,,,,411(Interior)
427,EH,2018,DY10,44JK,GAZ,1HD69,1C3,X0015,40F2E913A9E51ED798FCFA34857D12AA_SQR210,00000001,@262365822017082526236582@1202017040122943126,22943126,20170825,99991231,44JK,"PRIMARY COLOR EXTERIOR, SUMGAZ",CHEVROLET SGM318/328 HIGH SD69,车载电话麦克风总成,MICROPHONE ASM-M/TEL,,1,EA,A,,,,0653727313_SQR210,上海汽车进出口有限公司,EH8YKDXJPA_SQR210,AGBY,1 HBHCHD 69\&ATG&CF5&IO8/UHP&MOE&TH0&4AA/4BT-MCX.,,,,,,,43004.21772,43004.21772,V029/0020,26236582,MICROPHONE ASM-M/TEL,车载电话麦克风总成,,OS1,1,30,,,,433(Interior)
428,EH,2018,DY10,44JJ,GJX,1HD69,1A2K,0025A,40F2E913A9E51EE6B2E276DE4AB01B9D_SQR210,00000001,@266902062017010126690206@1102016040613587668,13587668,20170101,99991231,44JJ,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 HIGH SD69,空调制冷剂压力传感器总成,SENSOR ASM-A/C REFRIG PRESS,,1,EA,A,,,,0545266181_SQR210,森萨塔科技(常州)有限公司,EH8YJVFNS__SQR210,ABC7,"1 HBHCHD 4669\&C34/C60/C68&TH0.,1 HEHFHG 69\&C34/C60/C68&TH0.",,,,,,,43004.21772,43004.21772,V002/0010,26690206,SENSOR ASM-A/C REFRIG PRESS,空调制冷剂压力传感器总成,,OS1,1,30,,,,312.98(HVAC & Powertrain Cooling)
429,EH,2018,DY10,44JH,GIR,1HD69,1C3,X0015,40F2E913A9E51ED798FCFA34857D12AA_SQR210,00000001,@262365822017082526236582@1302017040126227313,26227313,20170825,99991231,44JH,PRIMARY COLOR SATIN STEEL GIR,CHEVROLET SGM318/328 HIGH SD69,车顶控制台总成*浅铂金色,CONSOLE ASM-RF,,1,EA,A,,,,0528188505_SQR210,上海岱美汽车零部件有限公司,EH8YKDXJPA_SQR210,AGBY,1 HBHCHD 69\&ATG&CF5&IO8/UHP&MOE&TH0&4AA/4BT-MCX.,,,,,,,43004.21772,43004.21772,V029/0030,26236582,CONSOLE ASM-RF,车顶控制台总成*浅铂金色,,OS1,1,30,,,,433(Interior)
430,EH,2018,DY10,44JH,GIY,1HD69,1C3,X0015,40F2E913A9E51ED798FCFA34857D12AA_SQR210,00000001,@262365822017082526236582@1102017040126681772,26681772,20170825,99991231,44JH,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 HIGH SD69,车顶线束总成,HARNESS ASM-RF WRG,,1,EA,A,,,,0545247504_SQR210,德尔福派克电气系统有限公司烟台分公司,EH8YKDXJPA_SQR210,AGBY,1 HBHCHD 69\&ATG&CF5&IO8/UHP&MOE&TH0&4AA/4BT-MCX.,,,,,,,43004.21772,43004.21772,V029/0010,26236582,HARNESS ASM-RF WRG,车顶线束总成,,OS1,1,30,,,,433(Interior)
431,EH,2018,DY10,44JH,GIY,1HD69,1C3,X0015,40F2E913A9E51ED798FCFA34857D12AA_SQR210,00000001,@262365822017082526236582@1402017040126681765,26681765,20170825,99991231,44JH,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 HIGH SD69,顶衬饰板总成 *淡铂,PANEL ASM-HDLNG TR,,1,EA,A,,,,0545254732_SQR210,烟台正海合泰科技股份有限公司,EH8YKDXJPA_SQR210,AGBY,1 HBHCHD 69\&ATG&CF5&IO8/UHP&MOE&TH0&4AA/4BT-MCX.,,,,,,,43004.21772,43004.21772,V029/0040,26236582,PANEL ASM-HDLNG TR,顶衬饰板总成 *淡铂,,OS1,1,30,,,,433(Interior)
432,EH,2018,DY10,44JH,GIY,1HD69,1C3,X0015,40F2E913A9E51ED798FCFA34857D12AA_SQR210,00000001,@262365822017082526236582@1302017040126227313,26227313,20170825,99991231,44JH,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 HIGH SD69,车顶控制台总成*浅铂金色,CONSOLE ASM-RF,,1,EA,A,,,,0528188505_SQR210,上海岱美汽车零部件有限公司,EH8YKDXJPA_SQR210,AGBY,1 HBHCHD 69\&ATG&CF5&IO8/UHP&MOE&TH0&4AA/4BT-MCX.,,,,,,,43004.21772,43004.21772,V029/0030,26236582,CONSOLE ASM-RF,车顶控制台总成*浅铂金色,,OS1,1,30,,,,433(Interior)
433,EH,2018,DY10,44JM,GJX,1HD69,1C3,X0015,40F2E913A9E51EE6B2E271B083231B9D_SQR210,00000001,@266817622017010126681762@1202015042422943126,22943126,20170101,20170101,44JM,"PRIMARY COLOR EXTERIOR, BLUGJX",CHEVROLET SGM318/328 HIGH SD69,车载电话麦克风总成,MICROPHONE ASM-M/TEL,,1,EA,I,,,,0653727313_SQR210,上海汽车进出口有限公司,EH8YJTSJF__SQR210,AB7R,1 HBHCHD 69\&ATG&CF5&IO8/UHP&MOE&TH0&4AA/4BT.,,,,,,,43004.21772,43004.21772,V012/0020,26681762,MICROPHONE ASM-M/TEL,车载电话麦克风总成,,OS1,1,30,,,,433(Interior)
434,EH,2018,DY10,443T,G8B,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D3103210D71EF5_SQR210,00000001,@262368242017010126236824@12702017040126267228,26267228,20170401,99991231,443T,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,仪表板上饰条总成,MOLDING ASM-I/P UPR<SEE GUIDE/CONTACT BF,,1,EA,A,,,,0724112821_SQR210,上海延锋金桥汽车饰件系统有限公司烟台分公司,,AF00,1 HD 69\&MA3&KL9&MAO&4A7-XFE.,,,,,,,43004.21772,43004.21772,V131/0270,26236824,MOLDING ASM-I/P UPR<SEE GUIDE/CONTACT BF,仪表板上饰条总成,,OS1,1,30,,,,411(Interior)
435,EH,2018,DY10,443T,G8B,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D3103210D71EF5_SQR210,00000001,@262368242017010126236824@1480201704019065218,9065218,20170401,99991231,443T,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,仪表板安全气囊模块总成,MODULE ASM-AIRBAG I/P <USE 1A2R 0087A>,,1,EA,A,,,,0544953396_SQR210,延锋百利得(上海)汽车安全系统,,AF00,1 HD 69\&MA3&KL9&MAO&4A7-XFE.,,,,,,,43004.21772,43004.21772,V131/0480,26236824,MODULE ASM-AIRBAG I/P <USE 1A2R 0087A>,仪表板安全气囊模块总成,,OS1,1,30,,,,411(Interior)
436,EH,2018,DY10,443T,G8B,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D3103210D71EF5_SQR210,00000001,@262368242017010126236824@1502017040190925401,90925401,20170401,99991231,443T,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,危险警告开关总成 *浅灰,SWITCH ASM-HAZARD WRNG,,1,EA,A,,,,0530620350_SQR210,温州长江汽车电子有限公司,,AF00,1 HD 69\&MA3&KL9&MAO&4A7-XFE.,,,,,,,43004.21772,43004.21772,V131/0050,26236824,SWITCH ASM-HAZARD WRNG,危险警告开关总成 *浅灰,,OS1,1,30,,,,411(Interior)
437,EH,2018,DY10,443T,G8B,1HD69,1A2B,X0042,40F2E913A9E51ED6B3D3103210D71EF5_SQR210,00000001,@262368242017010126236824@1540201704019064349,9064349,20170401,99991231,443T,"PRIMARY COLOR EXTERIOR, A G8B",CHEVROLET SGM318/328 HIGH SD69,转向装置联轴节轴总成,SHAFT ASM-S/GR CPLG<DO NOT USE CONTACT B,,1,EA,A,,,,0421268964_SQR210,博世华域转向系统(烟台)有限公司,,AF00,1 HD 69\&MA3&KL9&MAO&4A7-XFE.,,,,,,,43004.21772,43004.21772,V131/0540,26236824,SHAFT ASM-S/GR CPLG<DO NOT USE CONTACT B,转向装置联轴节轴总成,,OS1,1,30,,,,411(Interior)
438,EH,2018,DY10,4JJG,GIZ,1HC69,1A2B,X0042,40F2E913A9E51ED6B3D31088E455DEF5_SQR210,00000001,@262368282017010126236828@11302017040126688036,26688036,20170401,20170501,4JJG,"PRIMARY COLOR EXTERIOR, SYRGIZ",CHEVROLET SGM318/328 MID SEC69,仪表组件总成,CLUSTER ASM-INST,,1,EA,I,,,,0654500875_SQR210,延锋伟世通汽车电子有限公司,,AF0W,1 HC 69\&M72&CF5&KL9&MAO&4A7-XFP.,,,,,,,43004.21772,43004.21772,V135/0130,26236828,CLUSTER ASM-INST,仪表组件总成,,OS1,1,30,,,,411(Interior)
439,EH,2018,DY10,4JJG,GIZ,1HC69,1A2B,X0042,40F2E913A9E51ED6B3D31088E455DEF5_SQR210,00000001,@262368282017010126236828@12402017040190802360,90802360,20170401,99991231,4JJG,"PRIMARY COLOR EXTERIOR, SYRGIZ",CHEVROLET SGM318/328 MID SEC69,仪表板侧饰板 *,PANEL-I/P SI TR<SEE GUIDE/CONTACT BFO>,,1,EA,A,,,,0724112821_SQR210,上海延锋金桥汽车饰件系统有限公司烟台分公司,,AF0W,1 HC 69\&M72&CF5&KL9&MAO&4A7-XFP.,,,,,,,43004.21772,43004.21772,V135/0240,26236828,PANEL-I/P SI TR<SEE GUIDE/CONTACT BFO>,仪表板侧饰板 *,,OS1,1,30,,,,411(Interior)
440,EH,2018,DY10,4JJG,GIZ,1HC69,1A2B,X0042,40F2E913A9E51ED6B3D31088E455DEF5_SQR210,00000001,@262368282017010126236828@13002017040111589012,11589012,20170401,99991231,4JJG,"PRIMARY COLOR EXTERIOR, SYRGIZ",CHEVROLET SGM318/328 MID SEC69,收音机前侧门扬声器螺栓,BOLT ASM-HX HD WA W/FLAT WA TAPPING,,1,EA,A,,,,0544893852_SQR210,盈锋紧固系统（无锡）有限公司,,AF0W,1 HC 69\&M72&CF5&KL9&MAO&4A7-XFP.,,,,,,,43004.21772,43004.21772,V135/0300,26236828,BOLT ASM-HX HD WA W/FLAT WA TAPPING,收音机前侧门扬声器螺栓,,OS1,1,30,,,,411(Interior)
441,EH,2018,DY10,4JJG,GIZ,1HC69,1A2B,X0042,40F2E913A9E51ED6B3D31088E455DEF5_SQR210,00000001,@262368282017010126236828@1390201704019066381,9066381,20170401,99991231,4JJG,"PRIMARY COLOR EXTERIOR, SYRGIZ",CHEVROLET SGM318/328 MID SEC69,空气分配管道总成,DUCT ASM-AIR DISTR<SEE GUIDE/CONTACT BFO,,1,EA,A,,,,0544453452_SQR210,宁波加凯汽车部件有限公司,,AF0W,1 HC 69\&M72&CF5&KL9&MAO&4A7-XFP.,,,,,,,43004.21772,43004.21772,V135/0390,26236828,DUCT ASM-AIR DISTR<SEE GUIDE/CONTACT BFO,空气分配管道总成,,OS1,1,30,,,,411(Interior)
442,EH,2018,DY10,4JJG,GIZ,1HC69,1A2B,X0042,40F2E913A9E51ED6B3D31088E455DEF5_SQR210,00000001,@262368282017010126236828@14002017040111609461,11609461,20170401,99991231,4JJG,"PRIMARY COLOR EXTERIOR, SYRGIZ",CHEVROLET SGM318/328 MID SEC69,收音机螺栓,SCREW ASM,,4,EA,A,,,,0160156212_SQR210,SAIC USA INC.,,AF0W,1 HC 69\&M72&CF5&KL9&MAO&4A7-XFP.,,,,,,,43004.21772,43004.21772,V135/0400,26236828,SCREW ASM,收音机螺栓,,OS1,1,30,,,,411(Interior)
443,EH,2018,DY10,4JJG,GIZ,1HC69,1A2B,X0042,40F2E913A9E51ED6B3D31088E455DEF5_SQR210,00000001,@262368282017010126236828@140201704019067868,9067868,20170401,99991231,4JJG,"PRIMARY COLOR EXTERIOR, SYRGIZ",CHEVROLET SGM318/328 MID SEC69,螺栓,BOLT,,2,EA,A,,,,0544421499_SQR210,上海日泰汽车零部件销售有限公司,,AF0W,1 HC 69\&M72&CF5&KL9&MAO&4A7-XFP.,,,,,,,43004.21772,43004.21772,V135/0040,26236828,BOLT,螺栓,,OS1,1,30,,,,411(Interior)
444,EH,2018,DY10,4JJG,GIZ,1HC69,1A2B,X0042,40F2E913A9E51ED6B3D31088E455DEF5_SQR210,00000001,@262368282017010126236828@1460201704019030397,9030397,20170401,99991231,4JJG,"PRIMARY COLOR EXTERIOR, SYRGIZ",CHEVROLET SGM318/328 MID SEC69,螺栓 六角 带粘合剂 M6X1X20,BOLT HEXAGON WITH ADHESIVE M6X1X20,,2,EA,A,,,,0421298612_SQR210,宁波长华长盛汽车零部件有限公司,,AF0W,1 HC 69\&M72&CF5&KL9&MAO&4A7-XFP.,,,,,,,43004.21772,43004.21772,V135/0460,26236828,BOLT HEXAGON WITH ADHESIVE M6X1X20,螺栓 六角 带粘合剂 M6X1X20,,OS1,1,30,,,,411(Interior)
445,EH,2018,DY10,443N,GIY,1HD69,4,X0004,40F2E913A9E51EE6BED3CFEE706EDD5C_SQR210,00000001,@262400062017050126240006@1102017050126246159,26246159,20170501,99991231,443N,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 HIGH SD69,扭杆梁后桥总成,AXLE ASM-RR COMP CRK,,1,EA,A,,,,0654272491_SQR210,上海汇众汽车制造有限公司,EH8YJYSGW__SQR210,AC51,1 HBHCHD 69\&CZ2&JM4/J97.,,,,,,,43004.21772,43004.21772,V005/0010,26240006,AXLE ASM-RR COMP CRK,扭杆梁后桥总成,,OS1,1,30,,,,942(Induction/Exh/Fuel/Controls/Driveline)
446,EH,2018,DY10,443N,GIY,1HD69,4,X0004,40F2E913A9E51EE6BED3CFEE706EDD5C_SQR210,00000001,@262400062017050126240006@1102017050126246159@1102017050826701485,26701485,20170508,99991231,443N,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 HIGH SD69,BUSHING-RR SUSP TRAILING ARM,BUSHING-RR SUSP TRAILING ARM,,2,EA,A,,,,0544327271_SQR210,安徽拓盛汽车零部件有限公司,,AC51,1 HBHCHD 69\&CZ2&JM4/J97.,,,,,,,43004.21772,43004.21772,V005/0010/0010,26240006,BUSHING-RR SUSP TRAILING ARM,BUSHING-RR SUSP TRAILING ARM,,OS1,1,30,,,,942(Induction/Exh/Fuel/Controls/Driveline)
447,EH,2018,DY10,443N,GIY,1HD69,4,X0004,40F2E913A9E51EE6BED3CFEE706EDD5C_SQR210,00000001,@262400062017050126240006@1130201704019064169,9064169,20170501,99991231,443N,"PRIMARY COLOR EXTERIOR, GALGIY",CHEVROLET SGM318/328 HIGH SD69,BRAKE ASM-RR,BRAKE ASM-RR,,1,EA,A,,,,0528194449_SQR210,京西重工（上海）有限公司,EH8YJYSGW__SQR210,AC51,1 HBHCHD 69\&CZ2&JM4/J97.,,,,,,,43004.21772,43004.21772,V005/0130,26240006,BRAKE ASM-RR,BRAKE ASM-RR,,OS1,1,30,,,,942(Induction/Exh/Fuel/Controls/Driveline)
448,EH,2018,DY10,443T,GIR,1HD69,3,X0010,40F2E913A9E51EE6BED3C7E972739D5C_SQR210,00000001,@262399892017050126239989@1602017040111546535,11546535,20170501,99991231,443T,PRIMARY COLOR SATIN STEEL GIR,CHEVROLET SGM318/328 HIGH SD69,螺栓/螺钉,BOLT/SCREW,,2,EA,A,,,,0544421499_SQR210,上海日泰汽车零部件销售有限公司,EH8YJYSGW__SQR210,ACMJ,1 HBHCHD 69\&MA3/MA4/M72&CZ2&JM4/J97.,,,,,,,43004.21772,43004.21772,V020/0060,26239989,BOLT/SCREW,螺栓/螺钉,,OS1,1,30,,,,221(Chassis)
